Gender,Age,Politics,Diet,Personal_income,Household_income,Education,Disgust1_1,Disgust1_2,Disgust1_3,Disgust1_4,Disgust1_5,Disgust1_6,Disgust1_7,Disgust1_8,Disgust1_9,Disgust1_10,Disgust1_11,Disgust1_12,Disgust1_13,Disgust2_1,Disgust2_2,Disgust2_3,Disgust2_4,Disgust2_5,Disgust2_6,Disgust2_7,Disgust2_8,Disgust2_9,Disgust2_10,Disgust2_11,Disgust2_12,Disgust2_13,Familiarity,General_response,willing_to_try,pay_premium,premium_amount,discount_amount,taxes,Condition,Disgust1_3_R,Disgust1_4_R,Disgust1_8_R,Disgust1,Disgust2,Disgust_all,Age_numeric,Politics_numeric,Diet_numeric,Education_numeric,Personal_income_numeric,Household_income_numeric,Familiarity_numeric,willingness_numeric,WTP_differential_str,WTP_differential_pct,Sentiment,taxes_numeric
Female,19,Somewhat liberal,Meat eater,"$0 to $24,999","$0 to $24,999",High school diploma,4.0,4.0,1.0,0.0,3.0,2.0,1.0,3.0,4.0,3.0,0.0,1.0,3.0,2.0,1.0,1.0,0.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0,0.0,A tiny bit familiar (I have heard the term but don't know anything about it),I should look into it more it seems interesting,Definitely yes,Maybe,Up to a 30% premium,,Yes,Grown,3.0,4.0,1.0,33.0,19.0,52.0,19.0,1,-2.0,3,1.0,1.0,-1,2,Up to a 30% premium,30.0,0.4522,1
Male,21,Somewhat liberal,Meat eater,"$0 to $24,999","$50,000 to $74,999",Bachelor's degree,2.0,1.0,3.0,1.0,2.0,3.0,3.0,2.0,1.0,0.0,3.0,4.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,4.0,Not at all familiar (never heard of it before),Goof for world,Definitely yes,Yes,Up to a 10% premium,,Yes,Manufactured,1.0,3.0,2.0,27.0,27.0,54.0,21.0,1,-2.0,5,1.0,3.0,-2,2,Up to a 10% premium,10.0,0.0,1
Male,21,Very liberal,Meat eater,"$25,000 to $49,999","$75,000 to $99,999",Bachelor's degree,3.0,2.0,1.0,2.0,3.0,3.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,4.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,Not at all familiar (never heard of it before),Very excellent for world,Definitely yes,Yes,Up to a 10% premium,,Yes,Grown,3.0,2.0,2.0,28.0,30.0,58.0,21.0,2,-2.0,5,2.0,4.0,-2,2,Up to a 10% premium,10.0,0.6115,1
Female,22,Moderate,Meat eater,"$0 to $24,999","$75,000 to $99,999",Associate's degree,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,1.0,A tiny bit familiar (I have heard the term but don't know anything about it),nothing,Probably yes,Maybe,Up to a 10% premium,,Maybe,Manufactured,2.0,2.0,2.0,26.0,43.0,69.0,22.0,0,-2.0,4,1.0,4.0,-1,1,Up to a 10% premium,10.0,0.0,0
Female,22,Moderate,Meat eater,"$0 to $24,999","$75,000 to $99,999",Associate's degree,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,A tiny bit familiar (I have heard the term but don't know anything about it),nothing ,Probably yes,Maybe,Up to a 10% premium,,Maybe,Manufactured,2.0,2.0,2.0,26.0,39.0,65.0,22.0,0,-2.0,4,1.0,4.0,-1,1,Up to a 10% premium,10.0,0.0,0
Female,19,Somewhat liberal,Meat eater,"$0 to $24,999","$100,000 to $149,999",High school diploma,4.0,3.0,3.0,1.0,1.0,,3.0,3.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,3.0,0.0,3.0,2.0,1.0,4.0,3.0,2.0,0.0,3.0,0.0,Mildly familiar (I know a bit about what it is),"I think given how the meat industry consumes a lot of water, it would be a great alternative rather than slaughtering billions of animals per year.",Definitely yes,Maybe,Up to a 20% premium,,Maybe,Manufactured,1.0,3.0,1.0,26.0,23.0,49.0,19.0,1,-2.0,3,1.0,5.0,0,2,Up to a 20% premium,20.0,0.6249,0
Female,22,Moderate,Meat eater,"$0 to $24,999","$150,000 or greater",Associate's degree,4.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,2.0,3.0,2.0,0.0,3.0,1.0,3.0,2.0,0.0,4.0,4.0,4.0,0.0,2.0,0.0,A tiny bit familiar (I have heard the term but don't know anything about it),I think it would be a good alternative,Definitely yes,Yes,Up to a 20% premium,,Yes,Manufactured,3.0,4.0,0.0,17.0,25.0,42.0,22.0,0,-2.0,4,1.0,6.0,-1,2,Up to a 20% premium,20.0,0.4404,1
Female,19,Very liberal,Vegetarian,"$0 to $24,999","$150,000 or greater",High school diploma,2.0,1.0,0.0,0.0,3.0,3.0,4.0,0.0,4.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,0.0,4.0,3.0,3.0,4.0,4.0,4.0,0.0,2.0,0.0,A tiny bit familiar (I have heard the term but don't know anything about it),it seems helpful to the planet and more humane. i think plant based diets would be a better altnerative,Probably yes,Yes,I would pay even more than the options listed here.,,Maybe,Manufactured,4.0,4.0,4.0,37.0,30.0,67.0,19.0,2,2.0,3,1.0,6.0,-1,1,I would pay even more than the options listed here.,,0.6908,0
Female,19,Somewhat liberal,Meat eater,"$0 to $24,999","$25,000 to $49,999",Associate's degree,2.0,4.0,3.0,0.0,4.0,4.0,4.0,0.0,3.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,4.0,0.0,1.0,4.0,2.0,2.0,1.0,3.0,0.0,A tiny bit familiar (I have heard the term but don't know anything about it),seems okay. i would eat it still,Probably yes,No,,A 40% discount,Maybe,Manufactured,1.0,4.0,4.0,36.0,26.0,62.0,19.0,1,-2.0,4,1.0,2.0,-1,1,A 40% discount,-40.0,0.2263,0
Female,21,Very liberal,Meat eater,"$0 to $24,999","$0 to $24,999",High school diploma,1.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,4.0,3.0,2.0,4.0,4.0,1.0,0.0,3.0,0.0,A tiny bit familiar (I have heard the term but don't know anything about it),"Scientifically, I understand the benefits of it and I understand that molecularly it is identical to the meat that we regularly eat. However I still feel an aversion to it because it just seems unnatural. The phrase ""growing meat"" is just weird.",Might or might not,No,,A 40% discount,No,Manufactured,4.0,3.0,4.0,22.0,28.0,50.0,21.0,2,-2.0,3,1.0,1.0,-1,0,A 40% discount,-40.0,-0.0772,-1
Female,18,Moderate,Vegetarian,"$0 to $24,999","$100,000 to $149,999",High school diploma,3.0,1.0,0.0,4.0,4.0,4.0,3.0,1.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,1.0,3.0,4.0,3.0,2.0,0.0,3.0,0.0,Not at all familiar (never heard of it before),that meat lovers should eat it if its accessable as it saves animals from being raised to be slaughtered,Probably yes,Yes,Up to a 20% premium,,Maybe,Grown,4.0,0.0,3.0,39.0,33.0,72.0,18.0,0,2.0,3,1.0,5.0,-2,1,Up to a 20% premium,20.0,0.5267,0
Female,19,Moderate,Other (please specify),"$0 to $24,999","$150,000 or greater",High school diploma,0.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,3.0,0.0,3.0,3.0,4.0,4.0,3.0,1.0,4.0,3.0,0.0,3.0,2.0,4.0,1.0,4.0,0.0,"Reasonably familiar (I have some exposure to the concepts, technology, and progress)",I don't really care as long as it tastes the same and doesn't give me food poisoning,Definitely yes,No,,A 20% discount,No,Grown,2.0,2.0,2.0,26.0,33.0,59.0,19.0,0,,3,1.0,6.0,1,2,A 20% discount,-20.0,-0.768,-1
Female,19,Somewhat liberal,Meat eater,"$0 to $24,999","$0 to $24,999",High school diploma,2.0,0.0,3.0,4.0,0.0,3.0,2.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,4.0,3.0,0.0,0.0,1.0,0.0,A tiny bit familiar (I have heard the term but don't know anything about it),I feel neutral neither disagree or agree with it but it very fascinating to know people have created that. ,Definitely yes,No,,A 30% discount,Maybe,Manufactured,1.0,0.0,0.0,12.0,15.0,27.0,19.0,1,-2.0,3,1.0,1.0,-1,2,A 30% discount,-30.0,0.8283,0
Female,18,Somewhat liberal,Meat eater,"$0 to $24,999","$25,000 to $49,999",High school diploma,1.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,A tiny bit familiar (I have heard the term but don't know anything about it),It would be interesting to use when animal supplies are running low.,Might or might not,Maybe,Up to a 10% premium,,Maybe,Manufactured,2.0,4.0,3.0,18.0,12.0,30.0,18.0,1,-2.0,3,1.0,2.0,-1,0,Up to a 10% premium,10.0,0.1531,0
Male,22,Somewhat liberal,Meat eater,"$25,000 to $49,999","$100,000 to $149,999",Associate's degree,4.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,4.0,2.0,0.0,4.0,0.0,1.0,1.0,4.0,2.0,0.0,4.0,3.0,1.0,0.0,4.0,0.0,A tiny bit familiar (I have heard the term but don't know anything about it),It's an alternative that some prefer. Not me though,Probably yes,No,,A 30% discount,No,Manufactured,3.0,4.0,4.0,28.0,24.0,52.0,22.0,1,-2.0,4,2.0,5.0,-1,1,A 30% discount,-30.0,0.0,-1
Female,20,Very liberal,Vegetarian,"$25,000 to $49,999",Prefer not to say,High school diploma,3.0,1.0,0.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,3.0,3.0,3.0,1.0,2.0,2.0,1.0,0.0,3.0,2.0,4.0,3.0,3.0,1.0,0.0,0.0,A tiny bit familiar (I have heard the term but don't know anything about it),"It sounds like a great invention for vegetarians/vegans who miss meat or people who are on the fence about it. Lab grown meat does sound a little gross, but I personally think natural meat is gross anyways. If this reduces the slaughter of animals and helps the environment then I'm all for it.",Might or might not,Maybe,Up to a 30% premium,,Yes,Manufactured,4.0,3.0,3.0,33.0,22.0,55.0,20.0,2,2.0,3,2.0,,-1,0,Up to a 30% premium,30.0,0.6169,1
Female,19,Moderate,Meat eater,"$0 to $24,999","$150,000 or greater",High school diploma,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,3.0,2.0,0.0,2.0,2.0,3.0,2.0,"Reasonably familiar (I have some exposure to the concepts, technology, and progress)",neutral,Might or might not,Maybe,Up to a 20% premium,,Maybe,Grown,2.0,2.0,2.0,26.0,25.0,51.0,19.0,0,-2.0,3,1.0,6.0,1,0,Up to a 20% premium,20.0,0.0,0
Male,19,Somewhat liberal,Meat eater,"$0 to $24,999","$50,000 to $74,999",High school diploma,3.0,2.0,0.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,3.0,1.0,2.0,2.0,2.0,0.0,A tiny bit familiar (I have heard the term but don't know anything about it),I think it is an interesting meat option that would be more sustainable and humane. I would be interested in trying it given the chance.,Definitely yes,Maybe,Up to a 30% premium,,Maybe,Manufactured,4.0,3.0,2.0,33.0,18.0,51.0,19.0,1,-2.0,3,1.0,3.0,-1,2,Up to a 30% premium,30.0,0.7506,0
Female,20,Somewhat conservative,Vegetarian,"$0 to $24,999","$150,000 or greater",High school diploma,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,Mildly familiar (I know a bit about what it is),nothing ,Probably yes,No,,A 40% discount,No,Manufactured,2.0,2.0,2.0,26.0,26.0,52.0,20.0,-1,2.0,3,1.0,6.0,0,1,A 40% discount,-40.0,0.0,-1
Female,20,Somewhat conservative,White meat only,"$50,000 to $74,999",Prefer not to say,High school diploma,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,"Reasonably familiar (I have some exposure to the concepts, technology, and progress)",no thoughts,Probably yes,No,,A 40% discount,No,Grown,2.0,2.0,2.0,26.0,26.0,52.0,20.0,-1,-1.0,3,3.0,,1,1,A 40% discount,-40.0,-0.296,-1
Female,20,Moderate,Other (please specify),"$0 to $24,999","$0 to $24,999",High school diploma,2.0,2.0,1.0,2.0,1.0,4.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Not at all familiar (never heard of it before),meh,Might or might not,No,,A 50% discount,No,Manufactured,3.0,2.0,3.0,29.0,35.0,64.0,20.0,0,,3,1.0,1.0,-2,0,A 50% discount,-50.0,-0.0772,-1
Female,20,Very liberal,Meat eater,"$0 to $24,999","$100,000 to $149,999",High school diploma,2.0,1.0,3.0,1.0,3.0,1.0,0.0,4.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,4.0,1.0,0.0,3.0,3.0,4.0,0.0,0.0,0.0,A tiny bit familiar (I have heard the term but don't know anything about it),"From what little I know, I could see the benefits in saving animals from the industrial & meat industry.",Definitely yes,Maybe,Up to a 20% premium,,Maybe,Grown,1.0,3.0,0.0,22.0,19.0,41.0,20.0,2,-2.0,3,1.0,5.0,-1,2,Up to a 20% premium,20.0,0.3818,0
Male,20,Moderate,Meat eater,"$0 to $24,999","$150,000 or greater",High school diploma,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,4.0,4.0,1.0,0.0,0.0,"Reasonably familiar (I have some exposure to the concepts, technology, and progress)","If it tastes the same, texture the same, I'd be down",Definitely yes,No,,A 30% discount,No,Grown,0.0,4.0,4.0,19.0,20.0,39.0,20.0,0,-2.0,3,1.0,6.0,1,2,A 30% discount,-30.0,0.0,-1
Female,19,Somewhat liberal,Meat eater,"$0 to $24,999","$150,000 or greater",High school diploma,3.0,1.0,3.0,1.0,1.0,0.0,2.0,1.0,3.0,2.0,2.0,1.0,0.0,1.0,4.0,3.0,1.0,3.0,2.0,0.0,3.0,4.0,3.0,0.0,3.0,0.0,A tiny bit familiar (I have heard the term but don't know anything about it),"I think it could be a great alternative to slaughtering animals. If sustainable, eco-friendly, financially accessible, and tasty I could see it replacing current meat butchering.",Definitely yes,Maybe,Up to a 30% premium,,Yes,Grown,1.0,3.0,3.0,22.0,27.0,49.0,19.0,1,-2.0,3,1.0,6.0,-1,2,Up to a 30% premium,30.0,0.6249,1
Female,19,Somewhat liberal,Meat eater,"$0 to $24,999",Prefer not to say,High school diploma,1.0,2.0,2.0,1.0,0.0,3.0,0.0,1.0,4.0,2.0,,1.0,3.0,2.0,2.0,1.0,0.0,4.0,1.0,1.0,3.0,2.0,4.0,1.0,4.0,0.0,Mildly familiar (I know a bit about what it is),I would definitely try it. Sounds like a win-win. BUT if it tastes nasty then I would no longer eat it.  ,Definitely yes,Maybe,Up to a 30% premium,,Yes,Manufactured,2.0,3.0,3.0,24.0,25.0,49.0,19.0,1,-2.0,3,1.0,,0,2,Up to a 30% premium,30.0,-0.7269,1
Female,20,Moderate,Meat eater,"$0 to $24,999","$0 to $24,999",High school diploma,4.0,1.0,3.0,3.0,3.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,3.0,1.0,3.0,1.0,2.0,3.0,0.0,2.0,3.0,,1.0,3.0,2.0,0.0,A tiny bit familiar (I have heard the term but don't know anything about it),It seems nice especially for those who are more worried/often think about the inhumane way animals are killed for our food consumption,Probably yes,No,,A 20% discount,No,Manufactured,1.0,1.0,1.0,23.0,21.0,44.0,20.0,0,-2.0,3,1.0,1.0,-1,1,A 20% discount,-20.0,-0.4019,-1
Female,20,Moderate,Meat eater,Prefer not to say,Prefer not to say,High school diploma,3.0,3.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,3.0,4.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,0.0,A tiny bit familiar (I have heard the term but don't know anything about it),I think that cultured meat is beneficial towards humanity so that we do not get sick from diseases that the animal previously had. ,Probably yes,Maybe,Up to a 10% premium,,Maybe,Manufactured,3.0,2.0,3.0,34.0,21.0,55.0,20.0,0,-2.0,3,,,-1,1,Up to a 10% premium,10.0,0.681,0
Female,20,Somewhat liberal,Vegetarian,"$0 to $24,999","$50,000 to $74,999",High school diploma,2.0,1.0,0.0,1.0,3.0,2.0,0.0,4.0,2.0,3.0,4.0,0.0,3.0,2.0,3.0,2.0,0.0,3.0,3.0,0.0,3.0,4.0,2.0,1.0,3.0,0.0,Not at all familiar (never heard of it before),I would totally try this. It seems like a great idea and would probably decrease the amount of methane and greenhouse gasses that are released,Probably yes,Maybe,Up to a 20% premium,,Yes,Grown,4.0,3.0,0.0,27.0,26.0,53.0,20.0,1,2.0,3,1.0,3.0,-2,1,Up to a 20% premium,20.0,0.765,1
Female,18,Moderate,Meat eater,"$0 to $24,999","$25,000 to $49,999",High school diploma,1.0,1.0,3.0,2.0,3.0,3.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,1.0,2.0,3.0,1.0,4.0,2.0,2.0,4.0,4.0,4.0,0.0,3.0,0.0,A tiny bit familiar (I have heard the term but don't know anything about it),I think cultured meat is a very interesting way to make food. I am wondering if this could be a way to reduce hunger in third world countries. ,Definitely yes,Maybe,Up to a 20% premium,,Maybe,Manufactured,1.0,2.0,4.0,21.0,30.0,51.0,18.0,0,-2.0,3,1.0,2.0,-1,2,Up to a 20% premium,20.0,0.2484,0
Female,21,Moderate,Meat eater,"$0 to $24,999","$0 to $24,999",High school diploma,3.0,1.0,3.0,4.0,4.0,3.0,1.0,3.0,2.0,4.0,3.0,1.0,4.0,4.0,1.0,1.0,1.0,3.0,1.0,2.0,4.0,2.0,4.0,0.0,1.0,0.0,Mildly familiar (I know a bit about what it is),Mixed feelings as of now but I would be open to the idea,Probably yes,No,,A 20% discount,Maybe,Grown,1.0,0.0,1.0,28.0,24.0,52.0,21.0,0,-2.0,3,1.0,1.0,0,1,A 20% discount,-20.0,0.0,0
Female,19,Somewhat liberal,Meat eater,"$0 to $24,999",Prefer not to say,High school diploma,4.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,4.0,2.0,4.0,3.0,2.0,4.0,4.0,4.0,3.0,4.0,1.0,A tiny bit familiar (I have heard the term but don't know anything about it),Would probably stick to normal meat,Probably not,No,,A 50% discount,No,Manufactured,4.0,4.0,3.0,42.0,40.0,82.0,19.0,1,-2.0,3,1.0,,-1,-1,A 50% discount,-50.0,0.0,-1
Female,19,Somewhat liberal,Meat eater,"$0 to $24,999","$0 to $24,999",High school diploma,4.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,3.0,2.0,3.0,2.0,1.0,3.0,2.0,4.0,4.0,2.0,3.0,0.0,4.0,0.0,Not at all familiar (never heard of it before),"If I had the money for it, and it tasted quite similar to the real thing, I would defintely switch to cultured meat.",Definitely yes,Maybe,Up to a 40% premium,,Yes,Manufactured,3.0,2.0,4.0,24.0,30.0,54.0,19.0,1,-2.0,3,1.0,1.0,-2,2,Up to a 40% premium,40.0,0.0,1
Male,19,Somewhat liberal,Meat eater,"$0 to $24,999",Prefer not to say,High school diploma,3.0,4.0,0.0,0.0,4.0,2.0,4.0,0.0,3.0,4.0,0.0,2.0,1.0,3.0,4.0,1.0,4.0,4.0,0.0,0.0,4.0,2.0,1.0,0.0,4.0,0.0,Mildly familiar (I know a bit about what it is),"Ethical, but I don't know how the taste compares",Probably yes,No,,A 50% discount,No,Manufactured,4.0,4.0,4.0,39.0,27.0,66.0,19.0,1,-2.0,3,1.0,,0,1,A 50% discount,-50.0,0.2846,-1
Female,19,Somewhat liberal,Meat eater,"$0 to $24,999","$0 to $24,999",High school diploma,4.0,4.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,3.0,4.0,1.0,3.0,1.0,A tiny bit familiar (I have heard the term but don't know anything about it),"I have not tried it or heard about side affects, but to save animals it seems great.",Probably yes,No,,A 20% discount,Yes,Manufactured,4.0,4.0,4.0,38.0,40.0,78.0,19.0,1,-2.0,3,1.0,1.0,-1,1,A 20% discount,-20.0,0.899,1
Female,19,Somewhat liberal,Meat eater,"$0 to $24,999","$0 to $24,999",High school diploma,4.0,4.0,4.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,1.0,1.0,Not at all familiar (never heard of it before),I would try it.,Probably yes,Maybe,Up to a 20% premium,,Maybe,Grown,0.0,4.0,4.0,31.0,40.0,71.0,19.0,1,-2.0,3,1.0,1.0,-2,1,Up to a 20% premium,20.0,0.0,0
Female,18,Somewhat liberal,Meat eater,"$0 to $24,999","$150,000 or greater",High school diploma,4.0,3.0,0.0,4.0,4.0,3.0,4.0,3.0,4.0,2.0,1.0,3.0,3.0,3.0,4.0,3.0,1.0,4.0,1.0,0.0,4.0,2.0,4.0,0.0,3.0,0.0,A tiny bit familiar (I have heard the term but don't know anything about it),"It seems interesting, but I would rather eat real meat.",Probably yes,No,,A 50% discount,No,Manufactured,4.0,0.0,1.0,36.0,29.0,65.0,18.0,1,-2.0,3,1.0,6.0,-1,1,A 50% discount,-50.0,0.2144,-1
Female,20,Moderate,Meat eater,"$0 to $24,999",Prefer not to say,Bachelor's degree,2.0,2.0,2.0,1.0,0.0,1.0,0.0,2.0,4.0,3.0,2.0,2.0,0.0,1.0,1.0,3.0,1.0,4.0,0.0,0.0,3.0,4.0,3.0,0.0,4.0,0.0,A tiny bit familiar (I have heard the term but don't know anything about it),"Good concept, new revolutionary concept, recent discovery, I would eat it",Definitely yes,Yes,Up to a 30% premium,,Yes,Manufactured,2.0,3.0,2.0,23.0,24.0,47.0,20.0,0,-2.0,5,1.0,,-1,2,Up to a 30% premium,30.0,0.4404,1
Female,21,Somewhat liberal,Meat eater,"$0 to $24,999","$50,000 to $74,999",Bachelor's degree,4.0,4.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,4.0,4.0,4.0,2.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0,4.0,4.0,2.0,2.0,2.0,0.0,A tiny bit familiar (I have heard the term but don't know anything about it),This is extremely interesting and I would certainly like to try it when available for the public.,Definitely yes,No,,A 10% discount,Maybe,Manufactured,3.0,4.0,2.0,34.0,24.0,58.0,21.0,1,-2.0,5,1.0,3.0,-1,2,A 10% discount,-10.0,0.7841,0
Female,18,Moderate,Meat eater,"$0 to $24,999","$0 to $24,999",High school diploma,4.0,3.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,3.0,4.0,2.0,1.0,1.0,4.0,1.0,1.0,4.0,2.0,2.0,4.0,4.0,4.0,3.0,4.0,0.0,Mildly familiar (I know a bit about what it is),i think it  sounds safer than how meat is consumed now,Probably yes,Maybe,Up to a 10% premium,,No,Manufactured,2.0,2.0,4.0,30.0,34.0,64.0,18.0,0,-2.0,3,1.0,1.0,0,1,Up to a 10% premium,10.0,0.4215,-1
Female,19,Somewhat liberal,Meat eater,"$0 to $24,999","$25,000 to $49,999",High school diploma,1.0,4.0,2.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,0.0,2.0,3.0,4.0,3.0,0.0,3.0,0.0,Mildly familiar (I know a bit about what it is),Its very interesting. ,Probably yes,No,,A 30% discount,No,Grown,2.0,3.0,3.0,31.0,24.0,55.0,19.0,1,-2.0,3,1.0,2.0,0,1,A 30% discount,-30.0,0.4576,-1
Female,19,Somewhat liberal,Other (please specify),"$0 to $24,999","$0 to $24,999",High school diploma,0.0,1.0,3.0,0.0,0.0,3.0,4.0,0.0,4.0,1.0,4.0,2.0,0.0,1.0,1.0,2.0,1.0,4.0,0.0,0.0,3.0,3.0,3.0,0.0,4.0,0.0,Mildly familiar (I know a bit about what it is),it's cool,Probably yes,No,,A 30% discount,No,Grown,1.0,4.0,4.0,28.0,22.0,50.0,19.0,1,,3,1.0,1.0,0,1,A 30% discount,-30.0,0.3182,-1
Male,18,Somewhat liberal,Meat eater,Prefer not to say,"$75,000 to $99,999",High school diploma,2.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0,3.0,1.0,4.0,1.0,0.0,3.0,2.0,2.0,4.0,4.0,2.0,0.0,3.0,2.0,4.0,2.0,3.0,0.0,Mildly familiar (I know a bit about what it is),"I think it's a nice way to preserve our environment and is a great step but should be more widespread, as well as the segue into more environmental products.",Probably yes,Maybe,Up to a 20% premium,,Maybe,Grown,3.0,4.0,4.0,28.0,31.0,59.0,18.0,1,-2.0,3,,4.0,0,1,Up to a 20% premium,20.0,0.7576,0
Female,20,Somewhat liberal,Meat eater,"$0 to $24,999","$0 to $24,999",High school diploma,4.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,1.0,4.0,3.0,4.0,4.0,2.0,3.0,4.0,4.0,2.0,3.0,0.0,Not at all familiar (never heard of it before),its not real,Might or might not,Maybe,Up to a 10% premium,,Maybe,Grown,3.0,2.0,2.0,39.0,38.0,77.0,20.0,1,-2.0,3,1.0,1.0,-2,0,Up to a 10% premium,10.0,0.0,0
Female,20,Somewhat liberal,Meat eater,"$0 to $24,999","$0 to $24,999",High school diploma,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,3.0,0.0,Not at all familiar (never heard of it before),its not real,Might or might not,No,,None of the discounts listed here would convince me to purchase cultured meat.,Maybe,Grown,2.0,2.0,2.0,39.0,43.0,82.0,20.0,1,-2.0,3,1.0,1.0,-2,0,None of the discounts listed here would convince me to purchase cultured meat.,,0.0,0
Female,19,Very liberal,White meat only,"$0 to $24,999",Prefer not to say,High school diploma,0.0,0.0,2.0,3.0,2.0,3.0,3.0,2.0,4.0,3.0,1.0,3.0,4.0,4.0,3.0,2.0,1.0,4.0,1.0,1.0,2.0,3.0,2.0,0.0,4.0,0.0,Mildly familiar (I know a bit about what it is),I support it!,Definitely yes,Maybe,Up to a 30% premium,,Maybe,Manufactured,2.0,1.0,2.0,28.0,27.0,55.0,19.0,2,-1.0,3,1.0,,0,2,Up to a 30% premium,30.0,0.4574,0
Female,22,Somewhat liberal,Meat eater,"$0 to $24,999","$25,000 to $49,999",Associate's degree,4.0,2.0,0.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,Mildly familiar (I know a bit about what it is),i guess it would depend on the animal cells they used. is it GMO?,Probably yes,No,,None of the discounts listed here would convince me to purchase cultured meat.,No,Grown,4.0,1.0,2.0,31.0,11.0,42.0,22.0,1,-2.0,4,1.0,2.0,0,1,None of the discounts listed here would convince me to purchase cultured meat.,,0.0,-1
